Date,Product,Category,City,State,Sales_INR,Quantity,Customer_ID,Customer_Type,Gender,Age,Payment_Method
27-Nov-2025,Dining Table,Furniture,Pune,Maharashtra,2129393,7,C0226,Returning,Male,48,UPI
26-Mar-2025,Sofa,Furniture,Kolkata,West Bengal,815660,5,C0078,New,Female,30,Net Banking
16-Jul-2025,Air Fryer,Home Appliances,Mumbai,Maharashtra,972762,6,C0193,Returning,Female,39,EMI
29-Jun-2025,Wardrobe,Furniture,Kolkata,West Bengal,1303208,4,C0303,Returning,Male,20,Cash
31-Aug-2025,Washing Machine,Home Appliances,Ahmedabad,Gujarat,1563165,5,C0013,Returning,Male,23,Net Banking
28-Jan-2025,Microwave,Home Appliances,Kochi,Kerala,472974,2,C0120,Returning,Female,22,Credit Card
12-Jan-2025,Mixer Grinder,Home Appliances,Ahmedabad,Gujarat,628654,2,C0082,Returning,Male,55,Cash
25-May-2025,Study Desk,Furniture,Hyderabad,Telangana,1363116,6,C0132,New,Male,56,Credit Card
18-Apr-2025,Microwave,Home Appliances,Delhi,Delhi,1076505,5,C0227,New,Female,20,Net Banking
13-Oct-2025,Washing Machine,Home Appliances,Delhi,Delhi,2362633,7,C0383,New,Male,45,EMI
13-Apr-2025,Washing Machine,Home Appliances,Hyderabad,Telangana,262454,2,C0070,New,Female,59,Net Banking
31-Dec-2025,Study Desk,Furniture,Ahmedabad,Gujarat,274128,2,C0263,New,Male,59,Credit Card
25-Oct-2025,Air Conditioner,Home Appliances,Chennai,Tamil Nadu,226210,5,C0080,New,Female,50,Credit Card
19-Jul-2025,Microwave,Home Appliances,Chennai,Tamil Nadu,459040,5,C0162,Returning,Female,42,Credit Card
27-Dec-2025,Bookshelf,Furniture,Kolkata,West Bengal,2051968,8,C0300,New,Male,27,Credit Card
19-May-2025,Refrigerator,Home Appliances,Hyderabad,Telangana,1268728,8,C0155,Returning,Male,49,UPI
21-Oct-2025,Headphones,Electronics,Kochi,Kerala,695010,2,C0320,Returning,Female,18,Credit Card
02-Mar-2025,Laptop,Electronics,Chennai,Tamil Nadu,298612,2,C0274,Returning,Female,36,UPI
30-Oct-2025,Refrigerator,Home Appliances,Kolkata,West Bengal,681898,2,C0340,New,Male,49,Debit Card
29-Jun-2025,Office Chair,Furniture,Bengaluru,Karnataka,992322,3,C0081,Returning,Male,31,Net Banking
05-Nov-2025,Mixer Grinder,Home Appliances,Pune,Maharashtra,1486085,5,C0090,Returning,Female,64,UPI
03-Mar-2025,Air Conditioner,Home Appliances,Pune,Maharashtra,469360,4,C0196,Returning,Female,29,Debit Card
25-Mar-2025,Dining Table,Furniture,Kochi,Kerala,1900578,6,C0016,New,Female,43,Net Banking
28-Mar-2025,Camera,Electronics,Pune,Maharashtra,2698936,8,C0270,Returning,Female,58,Net Banking
12-Oct-2025,Dining Table,Furniture,Delhi,Delhi,1131865,5,C0247,New,Male,22,Debit Card
08-Sep-2025,Mixer Grinder,Home Appliances,Kochi,Kerala,106946,1,C0049,Returning,Male,42,UPI
17-Oct-2025,Laptop,Electronics,Kolkata,West Bengal,110877,3,C0050,Returning,Male,34,EMI
07-Apr-2025,Gaming Laptop,Electronics,Pune,Maharashtra,192193,1,C0348,Returning,Male,22,Debit Card
13-Nov-2025,Mobile,Electronics,Kochi,Kerala,691278,7,C0166,New,Female,45,Debit Card
18-Feb-2025,Monitor,Electronics,Mumbai,Maharashtra,1912686,6,C0290,New,Male,49,Debit Card
24-Mar-2025,Wardrobe,Furniture,Chennai,Tamil Nadu,664540,5,C0288,Returning,Female,55,EMI
22-Aug-2025,Study Desk,Furniture,Kolkata,West Bengal,414735,3,C0037,Returning,Female,40,EMI
17-Jan-2025,Monitor,Electronics,Ahmedabad,Gujarat,1587864,8,C0013,New,Female,31,Debit Card
18-Jul-2025,Printer,Electronics,Pune,Maharashtra,981533,7,C0355,New,Female,56,Cash
13-Jul-2025,Smart TV,Electronics,Pune,Maharashtra,571780,4,C0317,New,Male,21,Debit Card
02-Nov-2025,Router,Electronics,Delhi,Delhi,158694,3,C0272,New,Male,49,UPI
19-Oct-2025,Monitor,Electronics,Ahmedabad,Gujarat,347023,1,C0094,Returning,Male,64,Cash
05-Nov-2025,Refrigerator,Home Appliances,Kolkata,West Bengal,918804,3,C0051,Returning,Male,27,UPI
23-Sep-2025,Washing Machine,Home Appliances,Delhi,Delhi,902664,4,C0104,Returning,Male,60,UPI
12-Oct-2025,Refrigerator,Home Appliances,Chennai,Tamil Nadu,108825,1,C0358,New,Female,55,Debit Card
12-Sep-2025,Office Chair,Furniture,Hyderabad,Telangana,495798,2,C0317,Returning,Female,63,Cash
10-May-2025,Bookshelf,Furniture,Delhi,Delhi,2087925,7,C0358,Returning,Male,57,Debit Card
28-May-2025,Wardrobe,Furniture,Kolkata,West Bengal,746435,5,C0130,New,Female,42,EMI
10-Mar-2025,Washing Machine,Home Appliances,Delhi,Delhi,762129,3,C0285,New,Male,40,Credit Card
06-Jan-2025,Air Fryer,Home Appliances,Kolkata,West Bengal,1049395,5,C0295,Returning,Female,38,Cash
27-Jul-2025,Mixer Grinder,Home Appliances,Kolkata,West Bengal,1971368,8,C0195,New,Male,27,Debit Card
25-Feb-2025,Refrigerator,Home Appliances,Chennai,Tamil Nadu,115083,3,C0076,New,Female,28,UPI
18-Dec-2025,Headphones,Electronics,Delhi,Delhi,294910,1,C0170,Returning,Male,53,Credit Card
11-Dec-2025,Wardrobe,Furniture,Mumbai,Maharashtra,1041580,4,C0260,New,Female,58,UPI
26-Jan-2025,Air Conditioner,Home Appliances,Chennai,Tamil Nadu,743790,3,C0086,Returning,Female,43,UPI
04-Feb-2025,Study Desk,Furniture,Kolkata,West Bengal,483840,8,C0190,Returning,Female,52,Net Banking
28-Oct-2025,Gaming Laptop,Electronics,Pune,Maharashtra,2029656,6,C0237,New,Female,19,UPI
18-May-2025,Wardrobe,Furniture,Bengaluru,Karnataka,1382360,8,C0208,Returning,Male,54,Credit Card
30-Dec-2025,Study Desk,Furniture,Mumbai,Maharashtra,265605,1,C0236,New,Male,18,Credit Card
24-Dec-2025,Refrigerator,Home Appliances,Pune,Maharashtra,839244,3,C0108,Returning,Female,23,Cash
16-Apr-2025,Monitor,Electronics,Ahmedabad,Gujarat,1695232,8,C0284,New,Male,19,Debit Card
20-Oct-2025,Refrigerator,Home Appliances,Hyderabad,Telangana,487040,2,C0062,New,Female,55,Net Banking
09-Mar-2025,Sofa,Furniture,Ahmedabad,Gujarat,512410,2,C0205,Returning,Female,21,Debit Card
26-Jan-2025,Air Fryer,Home Appliances,Kolkata,West Bengal,1625603,7,C0288,New,Female,52,Cash
08-Feb-2025,Headphones,Electronics,Coimbatore,Tamil Nadu,1130088,6,C0015,New,Male,56,UPI
07-Aug-2025,Microwave,Home Appliances,Mumbai,Maharashtra,649298,2,C0112,Returning,Female,54,Cash
29-Mar-2025,Bookshelf,Furniture,Kolkata,West Bengal,430731,3,C0052,New,Male,63,Cash
04-Aug-2025,Dining Table,Furniture,Pune,Maharashtra,224090,5,C0247,New,Male,59,Debit Card
20-Oct-2025,Dining Table,Furniture,Kochi,Kerala,619170,5,C0282,New,Female,21,Credit Card
19-Jan-2025,Air Fryer,Home Appliances,Mumbai,Maharashtra,477297,3,C0251,Returning,Female,44,Credit Card
19-Dec-2025,Office Chair,Furniture,Pune,Maharashtra,836486,7,C0370,New,Female,51,UPI
03-Mar-2025,Microwave,Home Appliances,Chennai,Tamil Nadu,586764,2,C0216,New,Female,33,UPI
18-Apr-2025,Wardrobe,Furniture,Bengaluru,Karnataka,116154,3,C0139,Returning,Male,39,UPI
14-Jun-2025,Bookshelf,Furniture,Delhi,Delhi,107914,2,C0274,New,Female,57,Debit Card
16-Apr-2025,Office Chair,Furniture,Kochi,Kerala,326319,7,C0231,New,Female,31,UPI
30-Mar-2025,Printer,Electronics,Mumbai,Maharashtra,767480,7,C0349,New,Female,48,EMI
17-Dec-2025,Air Fryer,Home Appliances,Chennai,Tamil Nadu,37166,1,C0033,Returning,Male,42,Credit Card
16-Aug-2025,Camera,Electronics,Kochi,Kerala,1331604,4,C0229,New,Male,45,Net Banking
23-Sep-2025,Air Fryer,Home Appliances,Kochi,Kerala,1350384,6,C0316,Returning,Male,53,Debit Card
02-Apr-2025,Keyboard,Electronics,Bengaluru,Karnataka,62930,2,C0337,Returning,Female,31,Debit Card
24-Dec-2025,Wardrobe,Furniture,Bengaluru,Karnataka,159547,1,C0297,Returning,Male,38,Cash
04-Jan-2025,Air Conditioner,Home Appliances,Hyderabad,Telangana,500610,3,C0037,Returning,Male,23,Credit Card
23-Mar-2025,Bookshelf,Furniture,Coimbatore,Tamil Nadu,1213985,5,C0345,New,Female,35,Debit Card
03-May-2025,SSD,Electronics,Chennai,Tamil Nadu,367515,5,C0361,New,Female,42,Net Banking
13-Apr-2025,SSD,Electronics,Coimbatore,Tamil Nadu,958388,4,C0277,New,Female,31,UPI
09-Oct-2025,Bookshelf,Furniture,Ahmedabad,Gujarat,748975,5,C0178,Returning,Female,35,Cash
18-Aug-2025,Laptop,Electronics,Pune,Maharashtra,1732664,8,C0142,Returning,Male,53,Credit Card
15-Oct-2025,SSD,Electronics,Pune,Maharashtra,2190608,7,C0115,New,Male,55,Net Banking
07-Jan-2025,Printer,Electronics,Mumbai,Maharashtra,595539,3,C0208,New,Male,49,UPI
24-Mar-2025,Sofa,Furniture,Delhi,Delhi,233327,1,C0171,New,Female,46,Cash
07-Aug-2025,Router,Electronics,Kolkata,West Bengal,473320,2,C0033,New,Male,25,Cash
01-Dec-2025,Wardrobe,Furniture,Ahmedabad,Gujarat,870858,3,C0189,Returning,Male,40,Net Banking
01-Jul-2025,Dining Table,Furniture,Chennai,Tamil Nadu,363240,2,C0172,New,Male,43,Credit Card
31-Jul-2025,Laptop,Electronics,Coimbatore,Tamil Nadu,1518216,7,C0349,Returning,Male,28,Cash
03-Nov-2025,Monitor,Electronics,Chennai,Tamil Nadu,558532,4,C0138,New,Female,61,EMI
21-Jan-2025,Air Conditioner,Home Appliances,Bengaluru,Karnataka,684530,5,C0332,New,Male,57,Debit Card
16-Nov-2025,Bookshelf,Furniture,Chennai,Tamil Nadu,228286,1,C0003,Returning,Female,33,UPI
04-Feb-2025,Laptop,Electronics,Bengaluru,Karnataka,377700,6,C0087,Returning,Male,39,EMI
09-Dec-2025,SSD,Electronics,Mumbai,Maharashtra,234405,3,C0256,New,Female,48,EMI
09-Jul-2025,Washing Machine,Home Appliances,Bengaluru,Karnataka,1151248,7,C0257,Returning,Male,24,Credit Card
01-Dec-2025,Microwave,Home Appliances,Kolkata,West Bengal,207292,4,C0182,Returning,Female,64,UPI
24-May-2025,Dining Table,Furniture,Kolkata,West Bengal,380712,2,C0342,Returning,Female,36,Cash
27-May-2025,Dining Table,Furniture,Hyderabad,Telangana,1111488,8,C0147,New,Female,36,Cash
05-May-2025,Wardrobe,Furniture,Bengaluru,Karnataka,369600,5,C0267,New,Female,57,Net Banking
01-Mar-2025,Refrigerator,Home Appliances,Bengaluru,Karnataka,1295226,6,C0139,New,Male,61,Debit Card
04-Feb-2025,Office Chair,Furniture,Kolkata,West Bengal,812004,3,C0203,New,Male,52,UPI
21-Apr-2025,Sofa,Furniture,Coimbatore,Tamil Nadu,277968,3,C0233,Returning,Female,59,Net Banking
12-Feb-2025,Wardrobe,Furniture,Bengaluru,Karnataka,2755880,8,C0143,New,Female,34,Cash
25-May-2025,Smart Watch,Electronics,Pune,Maharashtra,1362928,8,C0091,Returning,Male,50,Cash
21-Sep-2025,Washing Machine,Home Appliances,Hyderabad,Telangana,580476,4,C0376,New,Female,59,Cash
30-Dec-2025,Sofa,Furniture,Coimbatore,Tamil Nadu,1535988,6,C0372,New,Female,63,Net Banking
17-Jul-2025,Laptop,Electronics,Bengaluru,Karnataka,2383808,7,C0370,Returning,Female,49,Net Banking
15-Jul-2025,Air Conditioner,Home Appliances,Ahmedabad,Gujarat,530696,4,C0055,New,Female,46,Cash
28-Aug-2025,Air Conditioner,Home Appliances,Bengaluru,Karnataka,307768,4,C0125,Returning,Male,37,Cash
06-May-2025,Mobile,Electronics,Hyderabad,Telangana,1310832,4,C0352,New,Female,49,Debit Card
04-Aug-2025,Laptop,Electronics,Kochi,Kerala,87212,4,C0288,Returning,Female,59,EMI
07-Sep-2025,Air Fryer,Home Appliances,Kochi,Kerala,345852,4,C0347,New,Female,63,EMI
25-Jan-2025,Dining Table,Furniture,Bengaluru,Karnataka,2318680,8,C0074,New,Male,26,Credit Card
08-Aug-2025,Bookshelf,Furniture,Delhi,Delhi,1142832,6,C0004,Returning,Female,22,UPI
21-Nov-2025,Microwave,Home Appliances,Bengaluru,Karnataka,856590,6,C0154,New,Male,57,EMI
28-Mar-2025,Smart Watch,Electronics,Chennai,Tamil Nadu,564954,3,C0221,Returning,Male,52,Cash
11-Feb-2025,Keyboard,Electronics,Kochi,Kerala,224033,1,C0193,Returning,Male,65,Debit Card
05-Mar-2025,Air Fryer,Home Appliances,Kolkata,West Bengal,353598,6,C0330,Returning,Male,20,UPI
03-Nov-2025,Smart Watch,Electronics,Mumbai,Maharashtra,1564512,8,C0372,New,Female,19,Debit Card
30-Jan-2025,Sofa,Furniture,Mumbai,Maharashtra,297060,6,C0377,Returning,Female,59,Cash
16-Jan-2025,Bookshelf,Furniture,Hyderabad,Telangana,725468,4,C0190,Returning,Female,47,Credit Card
30-Nov-2025,Sofa,Furniture,Chennai,Tamil Nadu,194607,7,C0044,Returning,Male,51,Net Banking
10-Jan-2025,Smart Watch,Electronics,Bengaluru,Karnataka,233367,1,C0159,New,Male,30,Debit Card
12-Aug-2025,Router,Electronics,Kolkata,West Bengal,1017272,8,C0207,New,Female,58,EMI
21-Jul-2025,Wardrobe,Furniture,Bengaluru,Karnataka,1986960,6,C0211,New,Female,51,Cash
12-Jul-2025,Air Fryer,Home Appliances,Coimbatore,Tamil Nadu,95678,1,C0338,New,Male,57,Debit Card
31-Aug-2025,Office Chair,Furniture,Hyderabad,Telangana,147144,8,C0383,New,Female,37,UPI
13-Dec-2025,Smart Watch,Electronics,Ahmedabad,Gujarat,1611344,7,C0277,Returning,Female,30,Credit Card
19-Sep-2025,Study Desk,Furniture,Coimbatore,Tamil Nadu,880158,6,C0007,Returning,Male,21,UPI
14-Nov-2025,Washing Machine,Home Appliances,Coimbatore,Tamil Nadu,370928,8,C0116,Returning,Female,43,UPI
11-Aug-2025,SSD,Electronics,Pune,Maharashtra,472682,2,C0347,New,Male,34,Cash
24-May-2025,Microwave,Home Appliances,Coimbatore,Tamil Nadu,1352992,8,C0021,New,Female,22,Cash
03-Oct-2025,Mouse,Electronics,Delhi,Delhi,2405907,7,C0376,Returning,Male,39,Credit Card
09-Jan-2025,Mixer Grinder,Home Appliances,Kolkata,West Bengal,579411,3,C0373,New,Male,49,EMI
12-Jan-2025,Microwave,Home Appliances,Kolkata,West Bengal,2187290,7,C0334,Returning,Female,53,EMI
01-Oct-2025,Tablet,Electronics,Ahmedabad,Gujarat,293916,4,C0230,Returning,Female,35,EMI
30-Dec-2025,Refrigerator,Home Appliances,Pune,Maharashtra,915335,5,C0034,New,Female,46,Debit Card
02-Dec-2025,Headphones,Electronics,Kolkata,West Bengal,580580,5,C0364,Returning,Female,61,UPI
18-Mar-2025,Monitor,Electronics,Coimbatore,Tamil Nadu,1233477,7,C0259,Returning,Female,27,EMI
06-Apr-2025,Mixer Grinder,Home Appliances,Ahmedabad,Gujarat,311448,6,C0368,Returning,Male,41,UPI
16-Jan-2025,Monitor,Electronics,Kochi,Kerala,993692,7,C0178,Returning,Female,50,Credit Card
01-Sep-2025,Refrigerator,Home Appliances,Bengaluru,Karnataka,336328,2,C0032,Returning,Female,30,Credit Card
15-Jul-2025,Wardrobe,Furniture,Chennai,Tamil Nadu,2054157,7,C0378,Returning,Female,54,Cash
04-Jan-2025,Refrigerator,Home Appliances,Bengaluru,Karnataka,336131,1,C0144,Returning,Male,37,Credit Card
28-Apr-2025,Refrigerator,Home Appliances,Kolkata,West Bengal,1348788,4,C0182,Returning,Female,47,EMI
17-Feb-2025,Refrigerator,Home Appliances,Pune,Maharashtra,288436,1,C0355,New,Male,47,Debit Card
02-Mar-2025,SSD,Electronics,Kolkata,West Bengal,246060,4,C0161,Returning,Female,51,Net Banking
13-Jun-2025,Refrigerator,Home Appliances,Mumbai,Maharashtra,227532,1,C0174,Returning,Female,27,Credit Card
15-Mar-2025,SSD,Electronics,Kochi,Kerala,685722,6,C0319,New,Male,29,Debit Card
06-Apr-2025,Wardrobe,Furniture,Bengaluru,Karnataka,95722,2,C0162,Returning,Male,57,UPI
22-Jun-2025,Smart Watch,Electronics,Mumbai,Maharashtra,1185588,4,C0237,New,Female,21,Debit Card
09-Oct-2025,Microwave,Home Appliances,Chennai,Tamil Nadu,243552,8,C0095,Returning,Female,55,UPI
11-Jan-2025,Gaming Laptop,Electronics,Mumbai,Maharashtra,1395597,7,C0323,New,Female,61,Credit Card
04-Aug-2025,Gaming Laptop,Electronics,Delhi,Delhi,443160,8,C0208,New,Female,61,UPI
19-Feb-2025,Refrigerator,Home Appliances,Coimbatore,Tamil Nadu,2366406,7,C0314,Returning,Male,33,UPI
27-Apr-2025,Mobile,Electronics,Kochi,Kerala,744712,8,C0081,New,Male,54,UPI
15-Nov-2025,Air Fryer,Home Appliances,Coimbatore,Tamil Nadu,237038,1,C0268,Returning,Male,28,EMI
17-Feb-2025,Headphones,Electronics,Mumbai,Maharashtra,1046550,6,C0263,Returning,Female,63,Credit Card
22-Apr-2025,Microwave,Home Appliances,Chennai,Tamil Nadu,99984,4,C0073,Returning,Male,51,Net Banking
13-Nov-2025,Keyboard,Electronics,Chennai,Tamil Nadu,524845,5,C0010,New,Female,38,Credit Card
15-Jun-2025,Wardrobe,Furniture,Kolkata,West Bengal,358505,5,C0186,New,Male,18,Net Banking
09-May-2025,Study Desk,Furniture,Bengaluru,Karnataka,903960,5,C0210,Returning,Female,38,Net Banking
05-Feb-2025,Wardrobe,Furniture,Ahmedabad,Gujarat,1141752,4,C0341,Returning,Male,47,Credit Card
13-Nov-2025,Office Chair,Furniture,Bengaluru,Karnataka,59385,1,C0181,New,Female,36,Cash
07-Dec-2025,Bookshelf,Furniture,Hyderabad,Telangana,607578,3,C0013,Returning,Female,27,Net Banking
06-Oct-2025,Wardrobe,Furniture,Ahmedabad,Gujarat,286392,4,C0106,Returning,Female,58,EMI
03-Feb-2025,Camera,Electronics,Mumbai,Maharashtra,771366,6,C0172,Returning,Male,31,Debit Card
08-Jan-2025,Mouse,Electronics,Hyderabad,Telangana,915275,5,C0054,New,Female,20,Cash
31-Jul-2025,Dining Table,Furniture,Coimbatore,Tamil Nadu,1775319,7,C0096,Returning,Male,57,Net Banking
16-Nov-2025,Monitor,Electronics,Ahmedabad,Gujarat,2519768,8,C0203,Returning,Female,53,UPI
25-Mar-2025,SSD,Electronics,Coimbatore,Tamil Nadu,2001078,6,C0307,Returning,Female,49,UPI
26-Feb-2025,Bookshelf,Furniture,Coimbatore,Tamil Nadu,2730848,8,C0266,New,Female,57,Net Banking
15-Dec-2025,Refrigerator,Home Appliances,Pune,Maharashtra,486952,2,C0190,New,Female,51,EMI
27-Feb-2025,Printer,Electronics,Kochi,Kerala,84223,1,C0379,New,Male,30,Cash
14-Apr-2025,Gaming Laptop,Electronics,Ahmedabad,Gujarat,30617,1,C0099,New,Female,55,Cash
11-Apr-2025,Tablet,Electronics,Coimbatore,Tamil Nadu,689220,2,C0364,New,Male,42,EMI
12-Mar-2025,Mouse,Electronics,Delhi,Delhi,722925,5,C0004,Returning,Female,27,Net Banking
29-Jul-2025,Washing Machine,Home Appliances,Chennai,Tamil Nadu,390592,8,C0378,New,Male,18,Credit Card
01-May-2025,Smart Watch,Electronics,Kochi,Kerala,168555,1,C0157,Returning,Male,30,Net Banking
21-Mar-2025,Air Conditioner,Home Appliances,Coimbatore,Tamil Nadu,1143144,6,C0087,New,Female,55,Debit Card
18-Jan-2025,Study Desk,Furniture,Coimbatore,Tamil Nadu,1344600,6,C0391,New,Female,20,EMI
09-May-2025,Mixer Grinder,Home Appliances,Mumbai,Maharashtra,118908,2,C0253,Returning,Male,62,UPI
17-Apr-2025,Washing Machine,Home Appliances,Bengaluru,Karnataka,2013112,8,C0390,New,Female,62,Credit Card
05-Aug-2025,Study Desk,Furniture,Kolkata,West Bengal,348065,1,C0123,New,Male,64,Net Banking
08-Oct-2025,Wardrobe,Furniture,Pune,Maharashtra,1442777,7,C0070,New,Male,25,Credit Card
16-Apr-2025,Dining Table,Furniture,Bengaluru,Karnataka,322820,4,C0222,Returning,Male,60,Credit Card
28-Sep-2025,Smart TV,Electronics,Mumbai,Maharashtra,522910,5,C0069,Returning,Male,27,Cash
03-Sep-2025,Monitor,Electronics,Kochi,Kerala,2602224,8,C0161,New,Female,34,Credit Card
03-Apr-2025,Office Chair,Furniture,Kochi,Kerala,1752900,6,C0394,Returning,Male,65,UPI
18-Oct-2025,Smart TV,Electronics,Bengaluru,Karnataka,698454,3,C0048,Returning,Female,33,Debit Card
21-Aug-2025,Washing Machine,Home Appliances,Bengaluru,Karnataka,1009519,7,C0169,Returning,Female,31,Net Banking
20-Jan-2025,Bookshelf,Furniture,Mumbai,Maharashtra,521297,7,C0116,Returning,Female,55,Cash
05-Aug-2025,Study Desk,Furniture,Coimbatore,Tamil Nadu,1934170,7,C0234,Returning,Female,48,Debit Card
19-Apr-2025,Printer,Electronics,Kochi,Kerala,252948,2,C0161,New,Female,65,Net Banking
16-Mar-2025,Dining Table,Furniture,Pune,Maharashtra,1931124,6,C0350,Returning,Male,25,UPI
25-Sep-2025,Smart TV,Electronics,Kolkata,West Bengal,687098,2,C0234,New,Male,54,Cash
26-Sep-2025,Air Fryer,Home Appliances,Chennai,Tamil Nadu,487234,2,C0111,Returning,Female,61,UPI
23-Oct-2025,Mixer Grinder,Home Appliances,Coimbatore,Tamil Nadu,1018995,3,C0015,Returning,Male,62,Cash
01-Jul-2025,Study Desk,Furniture,Chennai,Tamil Nadu,547524,4,C0198,Returning,Male,63,Net Banking
08-Jan-2025,Office Chair,Furniture,Hyderabad,Telangana,358110,6,C0097,Returning,Female,37,Net Banking
19-Dec-2025,Headphones,Electronics,Mumbai,Maharashtra,1655214,6,C0016,Returning,Female,22,UPI
02-May-2025,Microwave,Home Appliances,Ahmedabad,Gujarat,553135,5,C0043,New,Male,50,EMI
09-Dec-2025,Dining Table,Furniture,Delhi,Delhi,188625,3,C0173,New,Female,25,Net Banking
23-Oct-2025,Washing Machine,Home Appliances,Coimbatore,Tamil Nadu,666239,7,C0246,New,Male,60,Net Banking
21-Apr-2025,Washing Machine,Home Appliances,Delhi,Delhi,918243,3,C0046,New,Male,25,Cash
21-Sep-2025,Gaming Laptop,Electronics,Pune,Maharashtra,1816056,8,C0304,Returning,Female,65,Debit Card
03-Aug-2025,Washing Machine,Home Appliances,Chennai,Tamil Nadu,1117991,7,C0225,New,Male,24,Cash
23-May-2025,Laptop,Electronics,Mumbai,Maharashtra,2742896,8,C0257,Returning,Female,33,UPI
01-Jul-2025,Bookshelf,Furniture,Hyderabad,Telangana,1106568,8,C0104,New,Male,25,Net Banking
08-Feb-2025,Study Desk,Furniture,Delhi,Delhi,525342,3,C0137,New,Male,51,Cash
01-Feb-2025,Air Fryer,Home Appliances,Chennai,Tamil Nadu,1419712,7,C0287,New,Female,45,Debit Card
29-Oct-2025,Monitor,Electronics,Delhi,Delhi,1108926,6,C0283,Returning,Male,30,UPI
11-Jun-2025,Monitor,Electronics,Hyderabad,Telangana,725190,3,C0349,New,Male,41,EMI
17-Aug-2025,Mixer Grinder,Home Appliances,Ahmedabad,Gujarat,263830,5,C0373,Returning,Female,51,EMI
15-May-2025,Study Desk,Furniture,Pune,Maharashtra,545314,2,C0148,Returning,Male,28,Cash
01-Feb-2025,Wardrobe,Furniture,Pune,Maharashtra,316479,3,C0254,Returning,Male,44,EMI
13-Oct-2025,Mouse,Electronics,Kolkata,West Bengal,1722700,5,C0289,Returning,Male,46,Credit Card
20-Jun-2025,Mixer Grinder,Home Appliances,Mumbai,Maharashtra,246045,3,C0326,New,Male,39,UPI
29-Nov-2025,Smart TV,Electronics,Chennai,Tamil Nadu,475692,7,C0270,Returning,Male,20,Debit Card
22-Jun-2025,Monitor,Electronics,Pune,Maharashtra,1625820,6,C0304,New,Male,26,Net Banking
29-Nov-2025,Mobile,Electronics,Kochi,Kerala,921438,3,C0304,New,Female,52,Cash
02-Jan-2025,Smart TV,Electronics,Delhi,Delhi,273640,2,C0004,Returning,Male,18,Net Banking
12-May-2025,Camera,Electronics,Kochi,Kerala,987507,3,C0217,New,Female,51,Credit Card
04-Apr-2025,Bookshelf,Furniture,Bengaluru,Karnataka,1538742,6,C0163,Returning,Female,34,Credit Card
15-Oct-2025,Air Fryer,Home Appliances,Mumbai,Maharashtra,1520424,8,C0261,Returning,Male,38,EMI
24-Feb-2025,Camera,Electronics,Delhi,Delhi,386796,2,C0306,Returning,Male,22,EMI
30-Oct-2025,Office Chair,Furniture,Kochi,Kerala,1827918,6,C0275,Returning,Female,48,UPI
29-Nov-2025,Keyboard,Electronics,Hyderabad,Telangana,243632,1,C0340,Returning,Female,44,Credit Card
27-Nov-2025,Wardrobe,Furniture,Pune,Maharashtra,1233561,7,C0262,New,Male,54,Credit Card
27-May-2025,Mixer Grinder,Home Appliances,Coimbatore,Tamil Nadu,433533,3,C0387,Returning,Female,62,UPI
03-Jan-2025,Washing Machine,Home Appliances,Coimbatore,Tamil Nadu,160863,3,C0132,New,Female,42,EMI
04-Mar-2025,Study Desk,Furniture,Chennai,Tamil Nadu,1279159,7,C0200,Returning,Male,27,Credit Card
01-Apr-2025,Printer,Electronics,Coimbatore,Tamil Nadu,31974,2,C0365,Returning,Male,38,EMI
18-Jun-2025,Study Desk,Furniture,Kochi,Kerala,210390,2,C0144,Returning,Male,64,Cash
04-May-2025,Washing Machine,Home Appliances,Hyderabad,Telangana,1516465,5,C0131,New,Male,40,Credit Card
29-Jun-2025,Air Fryer,Home Appliances,Kochi,Kerala,310209,3,C0265,New,Male,20,Credit Card
22-Jul-2025,Refrigerator,Home Appliances,Chennai,Tamil Nadu,556818,6,C0317,New,Female,32,EMI
29-Jun-2025,Wardrobe,Furniture,Hyderabad,Telangana,269696,8,C0367,Returning,Female,45,Net Banking
19-Jul-2025,Keyboard,Electronics,Mumbai,Maharashtra,691422,3,C0365,New,Male,33,Debit Card
17-Aug-2025,Gaming Laptop,Electronics,Kolkata,West Bengal,155358,7,C0040,New,Male,43,UPI
08-Jan-2025,Air Fryer,Home Appliances,Delhi,Delhi,190626,6,C0037,Returning,Male,30,Net Banking
03-Sep-2025,Mouse,Electronics,Kochi,Kerala,216706,7,C0155,Returning,Female,47,Net Banking
23-Nov-2025,Wardrobe,Furniture,Pune,Maharashtra,598540,5,C0373,New,Female,45,UPI
23-Jun-2025,Smart Watch,Electronics,Kochi,Kerala,1903746,6,C0131,New,Male,24,Debit Card
15-Dec-2025,Office Chair,Furniture,Mumbai,Maharashtra,1168770,6,C0138,New,Female,56,UPI
21-May-2025,Microwave,Home Appliances,Kolkata,West Bengal,591754,2,C0275,Returning,Male,36,EMI
09-Aug-2025,Study Desk,Furniture,Mumbai,Maharashtra,915096,7,C0352,New,Female,61,UPI
27-Jan-2025,Washing Machine,Home Appliances,Ahmedabad,Gujarat,2414648,8,C0112,New,Male,31,Credit Card
25-Dec-2025,Air Conditioner,Home Appliances,Hyderabad,Telangana,321622,1,C0086,Returning,Female,33,Debit Card
27-Sep-2025,Bookshelf,Furniture,Bengaluru,Karnataka,2145157,7,C0176,Returning,Female,61,UPI
